content,catile
"
A giraffe is quiet because it doesn’t use its voice.
A big land turtle can live for 150 years.
A mayfly lives for only one day.
An ostrich can run as fast as a horse. A cheetah can run over 105 kilometers (65 mi) an hour. One type of hawk dives as fast as an airplane flies.
A garden snail will take a long time to crawl across your shoe.
A snake never closes its eyes. A lizard can grow a new tail if it breaks off. A crocodile can hold its breath for an hour.
The tongue of one big whale weighs as much as a small car. Tiny sea horse babies stay inside their father’s body while they grow.
A mudskipper is an odd fish. It can skip out of the water and climb a tree. A halibut is flat. Both of its eyes are on the same side of its head.
Each zebra has a different pattern of stripes on its body. A kangaroo can balance on its tail. It can kick with all four feet. A big hippo can run faster than a person. A camel can close its nose to keep out blowing sand.
A butterfly can taste food with its feet. A cricket has ears on knees. An ant can smell things just as well as a dog.
The eye of an ostrich is larger than its brain. An eagle’s feathers weigh more than its bones do. A tiny hummingbird can fly backward.  A penguin uses its wings to swim fast. Penguins are not able to fly.
Extreme animals come in many sizes and shapes.They almost shout—“Look at me!” They may be as tall as a house—or wear bright pink feathers. Some just make a lot of noise. These wild things are the celebrities of the animal world!
What other extreme animals do you know?",568.0
" Get through this morning without fighting, and you can do whatever you want this afternoon.” The girls looked at each other. “All right,” they said.
“Let’s go out in the canoe ,” Rachel suggested. “Ugh,” Ada said and then looked at her stepdad. “I guess.”
Rachel showed Ada how to paddle. “We need to work together,” Rachel “This is dumb,” Ada complained. “These life jackets are hot, and they look silly.”
Rachel said nothing as the canoe moved slowly out into the lake. “Paddle harder, Ada,” Rachel called. Ada rolled her eyes and pretended not to hear.
When they made it to the middle of the lake, Ada felt a gust of wind. She looked up. Dark clouds filled the sky. Rachel said, “We’d better turn around.” The wind blew harder. “Why aren’t we moving?” Ada yelled. “Paddle with me,” Rachel yelled back. “One... two...”
Ada was wild with fear. “Help!” she screamed. She stood up and waved her arms. “Ada, no!” Rachel yelled. “Sit down!” It was too late. The canoe rocked and flipped over.
“What do we do?” Ada yelled, spitting out water. “Grab the canoe,” Rachel told her. “We’re going to have to swim it back to shore.” “Can’t we climb back in?” Ada gasped. “This is safer and easier,” said Rachel. “It’s not far, and we have life jackets on. Let’s go!”
They swam. Ada was scared, but Rachel helped her. “You’re doing great,” Rachel said over and over.
Their parents came running as they got to shore. “What happened? Are you all right?” asked their mom.
“We’re fine—thanks to Rachel,” Ada said. “I guess it’s good that you come to the cabin every year.” She looked at her stepsister. “Thank you.” Rachel smiled as she said, “Let’s go change. You can help me pick out what to wear.”",478.0
"” She gobbled it all.
After eating the porridge, Goldilocks walked into the living room. She saw three chairs and decided to sit for a bit. First she sat in the big-sized chair. “Hmph!” she said. “This chair is too big.” Then, she sat in the mid-sized chair. “This chair is still too big,” she said. Next, she sat in the small-sized chair and sighed a happy sigh. “This chair is just right.” But seconds later——Crack! The chair broke! “Oh well,” she yawned.
A sleepy Goldilocks climbed the stairs looking for a bed. She lay down on the big-sized bed. But it was too hard. So she lay down on the mid-sized bed. But it was too soft. Then she lay down on the small- sized bed, and it was just right. “Zzzzz.”
While Goldilocks slept, the owners of the house returned from their walk. The three Bears did not like what they saw. “Someone’s been eating my porridge,” growled Big Papa Bear. “Someone’s been eating my porridge,” sighed Mama Bear. “Someone’s been eating my porridge,” cried Wee Baby Bear. “And it’s all gone!”
Next, the hungry Bears saw their chairs. “Someone’s been sitting in my chair,” growled Big Papa Bear. “Someone’s been sitting in my chair,” sighed Mama Bear. “Someone’s been sitting in my chair,” cried Wee Baby Bear. “And it’s broken!”
Then the hungry, angry Bears marched upstairs. “Someone’s been sleeping in my bed,” growled Big Papa Bear. “Someone’s been sleeping in my bed,” sighed Mama Bear. “Someone’s been sleeping in my bed,” cried Wee Baby Bear. “And she’s still there!” “Keep it down!” whined Goldilocks.
When she saw three hungry, angry Bears staring at her, she jumped out of bed. “Help!” she screamed, running all the way home. Goldilocks never again went to the home of the three Bears.",495.0
" She tried to open it. It wouldn’t open, no matter how hard she tugged. Speedy Legs ran out with his green umbrella. No matter how hard he pulled, the umbrella would not open. Floppy Ears tried to open her little yellow umbrella, but it would not budge. Snubby Nose was happy and dry under his big umbrella. He laughed and laughed.
Snubby Nose offered to share his big umbrella. But the other three Hoppers were so mad at him that they stayed out in the rain. They had to dry their fur when they got to school. They were very unhappy. That afternoon, Snubby Nose ran to see Grandpa Grizzly.
Snubby Nose said, “Grandpa Grizzly, the trick worked. It was funny at first. But now the three Hoppers are angry at me.” “ We’ll make things right again,” Grandpa Grizzly said. He tucked Snubby Nose in his coat pocket and took him back to the umbrella store. He bought all four Hoppers their own tiny silk umbrellas. They looked just like the pens, only they were real umbrellas.
Snubby Nose took the new umbrellas and put them in the umbrella stand. He took the umbrella-shaped pens and put them away. The next morning, the April rain poured down. Fluffy Tail, Speedy Legs, and Floppy Ears were all very sad.
“We’ll get wet again. Our pretty little umbrellas do not open. A-choo! ” they said. “ It was only a trick,” cried Snubby Nose. “Open your pretty little umbrellas.”
Fluffy Tail pulled her pink umbrella, and it opened right up. Speedy Legs opened his green umbrella. Floppy Ears was dry under her yellow umbrella. And Snubby Nose had his own little blue umbrella with a silver handle. All four Hoppers were happy and dry in the April rain.",536.0
"Beetles are amazing insects. Like other insects, beetles have three main body parts.
Most beetles have two pairs of wings. The front wings are hard and thick to protect the pair underneath.
All beetles have a hard skeleton on the outside of their bodies. The skeleton protects the beetles.
There are many different kinds of beetles. There are more kinds of beetles than any other living thing.
Beetles can live almost anywhere. Beetles can live in forests. Beetles can live in deserts.
Beetles can live in jungles. Beetles can even live in and around water.
Beetles change several times as they grow. Each time they change, they look very different.
Beetles eat many different things. Some beetles eat dead plants and animals.
Some beetles eat animal waste. Some beetles eat plants. Some beetles eat other insects.
Beetles are amazing insects!",435.0
"Gray squirrels are some of nature’s acrobats. They move quickly and easily to find food or escape from other animals.
They dart or dash across the ground. They can stop quickly with their tails up. They are alert for danger. They whip their tails from side to side if they see other animals.
They move fast on the ground. They run and leap quickly so that cats or foxes do not catch them.
They cling to tree trunks with their claws.
They can climb and change direction quickly. They can change direction to escape from birds or other squirrels.
They can leap easily from large branches to small ones.
They land easily on small branches by using their tails. They use their tails to keep their balance and not fall off.
Small branches or wires are like tightropes that they easily run across.
They can hang from the bottoms of branches. They can even climb upside down!
Squirrel acrobats can quickly and easily climb, leap, and run!",562.0
"Long ago in China, people were afraid of Nian, the dragon beast.
Nian had a sharp horn and a huge mouth. He could eat five people in one big bite! Glump!
All year long, Nian slept deep in the ocean. By the end of winter, he was very hungry.
Each year, just before the Chinese New Year, Nian would climb out of the ocean.
He would look for people to eat. Nian liked to eat children best. People would run away and hide in a cave.
One New Year’s Eve, a very old man came. He said he could scare away the beast.
No one believed him so they hid in the cave. That night, people heard boom, bang, and clang. They heard Nian roar.
On New Year’s morning, the old man was gone. Nian was gone, too—and he never came back again.
The old man had left a bag for them. Inside, they found red shirts, firecrackers, tin pans, and sticks. Nian was afraid of noise and the color red!
Now, on New Year’s Eve, people know how to keep Nian away. They wear bright red, light firecrackers, and make noise all night long!",515.0
"“Mom, there’s a bear in that tree over there!” Sam called.
“We need to get him down before our yard sale starts,” he said.
“We could call off the sale,” Mrs. Miller said. “We just need to brainstorm a way to get him down,” said Sam.
“We could move our trampoline under the tree,” Sam’s little sister Sarah said.
“Draw the idea,” said Mrs. Miller to Sam. Sam drew the idea on his pad of paper.
He drew the bear bouncing up into the air. “I don’t think that will work,” he said.
“Mom, what would you do?” Sarah asked. “I’d play some really bad music,” Mrs. Miller laughed.
Sam drew the idea on his pad of paper. He drew the bear climbing up the tree to get away from the noise.
“That might make things worse,” Sam sighed. “Look, the bear’s eating nuts up there,” Sarah said.
“I’ve got it!” Sam shouted. “We can make a trail of nuts leading back to the forest,” he said.
“Let’s try it,” Mrs. Miller said. Everyone went to get nuts from under a tree in the back yard.
While they were gone, the bear climbed down and left on its own. “Aw, the bear is gone!” Sam said.
“Look on the bright side,” Mrs. Miller said. “At least you can have the yard sale now,” she smiled.",482.0
"Pablo was messy. He liked to draw whenever he could.
Nico was neat. He liked to organize whatever he could.
When their sister Maria was born, the boys had to share a room.
“I’m not sharing a room with that slob,” Nico said.
“How can I do anything fun when everything is so clean?” Pablo asked.
“Find a way to work it out,” their mother said.
Their first week together, Pablo slept in the closet. “It’s too clean out there,” Pablo said.
The closet was too dark at night, though. Pablo moved back into their room.
The second week, Nico put tape on the floor. “You stay on your side,” Nico said.
Nico had to cross the line every day to leave the room, though. He pulled up the tape.
The third week, they decided to come up with rules. “First rule is you can’t organize my stuff without asking me,” Pablo said. “Second rule is you can’t use my stuff without asking me, ” Nico said.
They thought up a list of fifteen rules they promised they wouldn’t break. At the end they both agreed on one more thing.
“We need to paint our room!”
Lucky for them, they both agreed on what to paint.",504.0
"Once upon a time, there was a pretty girl whose mother died.
Soon after, her father married again.
His new wife had two mean daughters. They made the girl do all the work. Her father did not know.
She was so dirty from working that they called her “Cinderella.”
One day, her father gave a dress to one daughter and a ring to the other. He gave a twig to Cinderella.
Cinderella planted the twig at her mother’s grave. It grew into a tree. Every time Cinderella went to the tree, she would wish for music. A white bird would appear and sing.
Years passed. There was a big dance to find a wife for the prince. Cinderella was told she could not go.
Cinderella ran to the tree and made a wish. She asked for new clothes for the dance. The white bird gave her a silver dress and gold shoes. It said they would change back to her old clothes by midnight.
At the dance, no one knew her. She was the only one the prince would dance with.
At midnight, Cinderella ran home. She left behind a gold shoe.
The next day, the prince took the shoe and made every girl try it on. It fit no one. Then he went to the house where Cinderella lived. The mean stepsisters tried it on, but the shoe did not fit.
Cinderella tried.
Cinderella and the prince married and lived happily ever after. The mean stepsisters did not!",520.0
"I’d like to be a silly clown and see your frown turn upside down.
I’d like to play a game of ball and be a star when I grow tall.
I’d like to be a gardener. I’d sow many seeds, water the plants, and pull out the weeds.
I’d like to be a mermaid and swim in the sea, sing to the dolphins, and have them sing to me.
I’d like to be a cowboy and ride on a horse, sleep under the stars, and see the cows, of course.
I’d like to be a dancer, dancing to the beat. Music makes me happy, you see it in my feet.
I’d like to be an artist, painting in the city. Red, blue, green, and purple will make it very pretty.
I’d like to be a pirate, strong and very bold. I’d sail my ship all day, looking for some gold.
I’d like to be an astronaut. I could work in space. I would fly a rocket and see a brand new place.
I’d like to work with animals, a keeper at the zoo. I’d teach them silly tricks. You’d see something new.
I’d like to make music and play a tune so sweet to share when I feel happy with people when we meet.
Everyone has a dream of what they’d like to be. Listen to your talents to find what you will be.",515.0
"Thanksgiving was Maria’s favorite holiday. Her whole family came to visit. And there was always lots of good food to eat.
Maria’s mom and grandmother made turkey and tamales. Aunt Carla brought the stuffing. Aunt Liz brought black beans. And Uncle Carlos brought sweet potato pie.
After dinner, the women talked. The men watched football. And the kids played games.
But this Thanksgiving, there was a snowstorm. Nobody could come. “Thanksgiving is ruined,” said Maria.
Maria and her family went outside. They saw some of their neighbors. Their neighbors were unhappy, too.
“I was going to go to my son’s house,” said Mr. Lee. “I made sticky rice, but no turkey.”
“I was going to go to my sister’s house,” said Mrs. Florio. “I made my special pasta and homemade bread. But no turkey.”
“I don’t have turkey, either,” said Ms. White. “My mother was going to bring it. All I have is pumpkin pie.”
Suddenly Maria got an idea. She whispered her idea to her mom. “What a wonderful idea,” said Mom.
“We have turkey,” Maria told the neighbors. “Please come to our home for Thanksgiving dinner,” said Mom.
So they did. There was lots of good food to eat.
Maria felt thankful for her family, for good food, and for good neighbors.",523.0
"Daisy and Rose were twins. They wore the same purple outfits and the same hair bands.
They played the same instrument, the violin.
People even called them one name, “DaisyRose,” because they couldn’t tell the girls apart.
“I’m sick of being called ‘DaisyRose,’” Daisy said one day. “It’s just a name,” Rose said. “I want to be my own person,” Daisy said. “People always think I’m you.”
“What’s wrong with that?” Rose asked.
The next morning, Daisy didn’t wear purple. Her hair was different, too.
“You look silly,” Rose said. “No, I don’t,” Daisy said. Daisy’s looks, though, were just the beginning.
“From now on, I’m playing the fiddle,” Daisy said. “Violin is better,” Rose said. “Fiddle is the best!” Daisy yelled. “I’d never play fiddle, and neither should you!” Rose yelled back.
After school that day, the twins sat on the porch swing. They both felt different. They both felt strange. No one had gotten them confused. No one had called them DaisyRose.
“I guess it wasn’t so bad,” Rose said. “Even if we’re different, we’ll always be sisters,” Daisy said. Rose squeezed Daisy’s hand.
“Let’s play some music,” Rose said. “Sounds great, but remember, I play the fiddle!” Daisy said.
“You do know that fiddle and violin are the same instrument,” their mom said. “It’s just the style of music that’s different.”
The twins looked at each other and smiled. “We know,” they said.",473.0
"Golf is a quiet and fun sport. Players must be calm to play well. They must practice to be good.
Players hit a small, hard ball with a club. They hit the ball into a small hole in the ground. The player who gets the ball in the hole with the fewest hits wins.
Players hit the ball hard to try to move it to the green. They may need several hits to get it there.
A golf course may have parts with rough grass. The golf course may also have sand or water traps. A player may need more hits to get a ball out of these places.
Some clubs are good for hitting the ball far away. Others are good for shorter shots.
Each hole of a golf course has a starting place at one end. The green with the small hole is at the other end. A golf course has nine or eighteen holes.
Golf began hundreds of years ago. The first golf balls were made of wood. Now, golf balls are made of rubber and plastic.
Many people around the world love to play golf. The sport is popular in countries where people speak English.
Some people play in big events. Some events have many contests each year. Men and women play in different golf events.
Jack Nicklaus is the best golfer ever to play the game. Patty Berg and Tiger Woods are two other great players.
Funny things can happen in golf. Animals can come very close. Do you want to play? If you practice hard, you can have fun playing golf!",506.0
"Sandhill cranes spend the winter in warm areas in the south. They migrate north in the spring. They go north to make nests, lay eggs, and raise chicks.
Cranes fly north in flocks. They fly many miles each day.
Eat Up!
The cranes get hungry and tired. They need a place to eat and rest. They know just where to go.
The sky grows dark over Nebraska. It’s not a storm. It’s the sandhill cranes!
Sandhill cranes stop at a river. The river offers water, food, and shelter.
The cranes eat corn from nearby farm fields. They also eat insects, snails, and frogs.
At night, the cranes sleep in the river. They stand in the water on their long legs. Predators cannot reach them there.
The cranes stay at the river for about three weeks. They eat and grow strong. They also dance with each other.
Crane dances are a beautiful sight! The cranes stretch their wings. They bow their heads. They jump high in the air.
Sandhill cranes dance to find a mate. Most crane mates will stay together for life.
It is time to leave the river. The sandhill cranes fly north. Their calls can be heard for miles. Crane mates build a nest when they reach the north. The mates will raise their chicks together.
The cranes will return to Nebraska in the fall. They will bring their chicks with them. They will stop again to rest and feed. Then they will fly back to the warm waters in the south.",460.0
"Hockey is an exciting sport. Hockey players skate very fast on the ice.
Hockey players play on a team. A hockey team has six players. The team works together to try to win the game.
The game starts in the middle of the ice. A round, black puck is dropped between one player from each team. The two players try to get control of the puck.
Players move the puck on the ice with a long stick. They try to hit the puck into a net to score points. The team with more points at the end of the game wins.
Players try to keep the puck with their team. They try to take the puck from the other team and score a goal. They also try to stop the other team from making a goal.
One player on each team stays by the net. This player tries to stop pucks from going into the net. Pucks can move faster than cars on a highway!
Long ago, people played hockey with a ball. The game was not safe. Players first used a puck in 1875.
People in Canada and the United States soon began to play hockey. Now there are thirty top hockey teams in North America.
Seven of these teams are in Canada, and twenty-three are in the United States. Teams play each other to see who is the best.
People also play hockey in many other countries. Men, women, girls, and boys can all play hockey.
Many communities have teams where you can learn to play hockey. Players first need to learn to skate well. Then they can have fun with this exciting sport!",507.0
"Mike was having a bad day. At breakfast, he tripped over Tiger’s bowl. Cat food spilled everywhere.
“I’ll clean up, clumsy,” teased his older sister. “You need to get on the bus.” “Thanks!” called Mike.
At the school library, Mike checked out eight shark books. THUMP THUMP fell the books. He couldn’t carry them all.
“Need help?” asked Pam. “I only have two books.” “Sure!” said Mike. “Thanks, Pam!” “Pam carried some of his books back to class.
“Time to frost cookies for the fall festival this afternoon,” said Ms. Platt. “Take out your frosting.” “Uh-oh,” said Mike. “My frosting is at home!”
“You can use some of mine,” said Jose. “I have a lot.” “Mike smiled. “Thanks, Jose.”
The fall festival was here! Mike was carving a pumpkin, when—SPLASH! His elbow bumped his orange punch.
“Now you look like a pumpkin!” joked Dave. “I’ll get my soccer shirt,” Dave said. “You can wear it.” “Great!” said Mike. “Thanks, Dave.”
That night, Mike told his mom all that went wrong that day. But he also told her how nice everyone had been.
“Just then, Mike heard a CRASH! “His sister tripped over Tiger’s bowl. “Need help, clumsy?” laughed Mike, as he came down the stairs. “Thanks,” said his sleepy sister.",460.0
"Click, plop! A letter fell through the mail slot. Jayden looked up. His parents were still asleep. It was early Sunday morning. “We don’t usually get mail on Sunday,” Jayden said to the cat.
Jayden picked up the envelope. His name was on it, so he opened it.
“That’s strange,” Jayden said to the cat. “I didn’t enter a contest.” He wondered which prize he would get.
Two days later, a big box was waiting for Jayden when he got home. He opened it.
“This must be the magic bike,” Jayden said. He got on and began to pedal.
“It’s a nice bike, but what’s so magic about it?” Jayden wondered. He took the bike and the box inside.
Then he saw that there were instructions in the box.
“Arb-ad-ac-arb-a,” Jayden said slowly. The bike started to glow. Then it began to move by itself. Jayden quickly jumped on.
The bike took off like a rocket, and took Jayden with it. Jayden rode the magic bike upside-down on the ceiling. Then it went down one wall and up another.
Finally the bike stopped. There were tire prints everywhere. “Uh-oh,” Jayden said. “I’m going to be in big trouble.”
Jayden cleaned up.
He put the magic bike back into its box.
“Hey, Jayden,” called Pat. “Do you want to ride your bike with me?” “No thanks,” said Jayden. “I think I’ll stick with walking.”",479.0
"Tom was visiting Grandma for a week. Her house was in a valley near the deep woods.
After lunch, Grandma took Tom on a walk. In the soft dirt they saw tracks with three long toes. “Those are big bird feet,” said Tom.
“Those are wild turkey tracks,” said Grandma. “If we are quiet, maybe we will see them!”
Grandma and Tom walked quietly toward the trees. Suddenly, there was a loud whoosh right in front of them.
Two big, dark birds flew up from the tall grass. They flew into the lowest branches of the trees and sat. Tom saw pale blue heads looking at him.
The turkeys were almost as big as he was. “I didn’t know turkeys could fly,” Tom said. “Wild turkeys like to show off,” Grandma said.
“During the day, turkeys look for bugs and seeds in the grass,” said Grandma. “At night they like to sleep in trees.”
“Are these the turkeys we eat on Thanksgiving?” Tom asked. “No, those turkeys live on turkey farms,” said Grandma.
“Wild turkeys have always lived here,” Grandma said. “Native Americans hunted turkeys for food. They used turkey feathers on arrows and clothing.”
“Native Americans taught the early Pilgrims to hunt turkeys. Everyone ate a turkey dinner together at the first Thanksgiving,” she told him.
“Lots of people like to watch wild turkeys,” Grandma said. “Maybe we like the way turkeys walk or how big they are.”
Tom watched as one turkey flew to the ground. Its wide feathers were shining in the sun. Another big turkey flew next to it. The birds made soft, purring sounds to each other.
“Don’t turkeys gobble?” Tom asked. “Only the big tom turkeys gobble,” Grandma said. “Tom turkey?” Tom laughed.
“A male turkey is called a tom,” Grandma smiled. “So am I!” Tom said.",526.0
"
My name is Andre. I live in Quebec, Canada. I speak two languages. I speak French and English. My teachers use French and English in many classes, such as reading and social studies.
My name is Manuel. I live in New York. I am Hispanic, and I speak two languages. I speak Spanish and English.
My grandparents moved to New York City from Spain. My grandfather taught me to sing Spanish songs and play guitar.
My name is Waya, and I am Cherokee. Waya means “wolf” in the Cherokee language. I speak two languages. I speak Cherokee and English.
The Cherokees are a Native American tribe. At home, my family uses special keyboards. We can write in English and in Cherokee.
My name is Doli, and I am Navajo. Doli means “bluebird” in Navajo. I speak two languages. I speak English and Navajo. My grandfather used the Navajo language to keep U.S. secrets safe during World War II.
My name is Nelli. Nelli means “truth” in Nahuatl, the language of the Aztecs. I speak two languages. I speak Nahuatl and Spanish. Chocolate was first made by the Aztecs in Mexico. Chocolate is a Nahuatl word.
My name is Itati. I live in Paraguay. Itati means “white stone” in Guarani. I speak two languages. I speak Guarani and Spanish.
Guarani is a Native American language. It is spoken by most of the people of Paraguay. Over seven million people in the world speak Guarani.
My name is Inti, which means “sun” in Quechua. I speak two languages. I speak Quechua and Spanish. Quechua is the language the Incas spoke. My mother, grandmother, and I speak Quechua as we weave.
We speak two languages. We are bilingual! Are you bilingual? Being bilingual makes you close to two worlds.",559.0
"
“Cool. We get to have broken arms together,” Kyle said. “Let’s get everyone to sign our casts,” said Carrie.
The first week they had their casts was exciting. Kyle and Carrie didn’t have to run laps in soccer practice. Their parents wrote their homework for them. Everyone signed their casts, even their teachers.
The second week they had their casts, Kyle and Carrie both had the broken arm blues. So many things were hard to do with one arm in a bulky cast.
Carrie couldn’t put her hair in a ponytail using just one hand. Kyle couldn’t play video games, and neither of them could jump rope.
“We can’t do anything fun!” yelled Carrie. “I’m so bored,” Kyle said. “I feel so blue,” Carrie agreed.
Kyle and Carrie had to watch their soccer team play without them. They couldn’t even clap their hands when their team scored a goal.
The third week Kyle and Carrie had their casts, they were angry. One of their best friends had a birthday party with a jumping castle at the pool. They couldn’t jump or swim. They had to watch everyone else having fun.
“I’m sick of having a broken arm!” yelled Carrie. “My arm is so itchy!” Kyle howled.
“Mine, too,” Carrie said. “And your cast is starting to smell.” “Your cast stinks,” Kyle said, holding his nose.
The fourth week Kyle and Carrie had their casts, they decided to team up to beat their blues. Together, they could jump rope. They each used one of their hands to clap together when their team scored in soccer. “You’re like two peas in a pod,” their father said.
After six weeks, their casts were off! Now they could swim, play soccer, and go to karate class. Now no one had the broken arm blues!",512.0
" This gives me an idea.
I hear a key turn in the door, and Mom walks in. Rusty jumps up to greet Mom, his tail wagging. “Hi, Rusty. Are you a good boy?” she asks, patting him on the head.
“I’m sorry, Mom, but Rusty broke your vase,” I lie, looking at my feet. “Rusty, you bad boy!” she scolds. Rusty whines. A sick feeling rises in my belly.
Mom says, “No treats for you!” Rusty curls his tail between his legs. “You go outside,” says Mom. Rusty hangs his head in shame. “Go to your doghouse, Rusty,” I say, holding the door open.
Rusty slumps to his doghouse, looking sad. I close the door and try to think about something else. Then it begins to rain—hard.
I can’t help but look out the window. Rusty shivers in his doghouse. That sick feeling in my belly grows.
Rusty peeks out. Rain falls down his nose, as if he is crying. What have I done? I ask myself. Rusty is in trouble because of my lie.
I know Mom would tell me I should fess up. I say, “Mom, I have something to tell you.” “I was playing soccer in the house, and I broke the vase,” I quietly explain. “Blaming Rusty for your mistake was wrong,” Mom says. “Thank you for being honest,” she adds.
“Let Rusty back inside now,” she says. “As a punishment, you can’t go to the soccer match on Saturday,” she says. I think about arguing, saying it’s not fair, but it is. I made a mistake. I have to accept my punishment.
I open the door, and Rusty runs back in. He shakes the rain off his fur, right onto me.
He jumps up and gives me a big lick. Suddenly, my belly feels fine. So does the smile on my face.",522.0
"Where Is It?
Mexico is a country in North America. To the north of it is the United States. To the south of it is Central America. To the east and west of Mexico is the sea.
More than 120 million people live in Mexico. Most of them live in cities.
The capital of Mexico is Mexico City. It is one of the oldest cities in North America. It also has more people than any other city in North America!
Most people in Mexico speak Spanish. More people speak Spanish in Mexico than anywhere else.
Mountains and canyons cover much of Mexico. Dry deserts are in the north. Forests cover land to the south. Two pieces of land stretch into the ocean. Baja (BAH-hah) is like a long finger. Yucatán (yoo-kah-TAHN) is more like a thumb.
Many different animals call Mexico home. Parrots, frogs, and many other animals live in the hot, wet forests. Foxes, lizards, and other animals live in the hot, dry deserts.
People in Mexico celebrate many special days. The Day of the Dead lasts three days. It is a happy time. People remember their loved ones. They light candles and wear masks.
People also remember the day long ago when Mexico began its fight to be free. They dress up and walk in parades. They light fireworks to celebrate.
Corn is an important food in Mexico. It is in almost every meal. People in Mexico also eat parts of cactus. They eat chicken and pork. Some people eat food from the sea.
People in Mexico often use peppers in their food. Some peppers are hot, like chile (CHIH-lee) peppers. Some peppers just make food taste different.
Mexico is an exciting country. Many different people and animals live there. What is your favorite thing about Mexico?",506.0
"My doctor checks to see if my heart sounds healthy. She listens to my heart, and I stay quiet and still.
She hears the healthy sound lub-dub, lub-dub.
My heart needs to be healthy to move blood around my body. My heart needs to work hard for me, even when I sleep.
Blood is how my body moves many things it needs, such as oxygen and nutrients. It is also how my body moves around some of its waste.
My heart doesn’t make blood, but it does keep my blood moving. My heart is made mostly of muscle. Each time my heart muscle squeezes, it moves blood.
My heart has four chambers. Two chambers are for blood coming in, and two are for blood going out.
Blood goes into one chamber from my body. Blood goes out of a second chamber to my lungs. Blood goes into a third chamber from my lungs. Blood goes out of a fourth chamber to my body.
Between the chambers are valves that act as gates.
The valves open and close to keep the blood moving one way.
My blood moves around my body in long tubes.
Arteries are thick tubes that move blood away from my heart. My arteries are really strong. Veins are thin tubes that move blood to my heart. My veins are floppy compared to my arteries.
Capillaries are tubes that join veins and arteries together. My capillaries are the smallest tubes that move blood around my body.
My heart and blood help my body move some things it needs and some wastes. A healthy heart helps to keep my body healthy.",520.0
"
I am a walrus, and I have ivory tusks. I use them to dig for clams and to protect myself. I live on ice and in cold water. My thick layer of fat keeps me warm.
I am a hammerhead shark, and my head has a very funny shape. My eyes and nostrils are at the ends of lobes. I like to eat fish.
I am a California sea lion. I am smart, noisy, and playful. I bark like a dog, and I am covered by short fur. I eat squid, octopus, and fish.
I am an octopus. I have a soft body and no skeleton. I have eight arms with suckers. I shoot black ink from my body to hide and escape from danger. I can also change the color of my skin.
I am a great white shark. I am a large and fierce shark. I have very sharp teeth that are shaped like triangles. I eat seals, dolphins, and fish.
I am a manta ray. I have fins that look like wings. I am related to stingrays, but I do not sting.
I am a sea horse, but I am not a horse. I am a fish. I change color to hide. Shrimp are my favorite food. Male sea horses, not females, carry eggs until they hatch.
I am a leatherback turtle, the biggest turtle in the world. I lay eggs on land. Jellyfish are my favorite food. I am covered with leathery skin instead of a shell.
I am a blue whale. I am the largest mammal ever to live. I make deep sounds that move through water. I eat tiny animals called krill.
The ocean is home to all these animals. Many of them are endangered. They all suffer because of pollution and hunting. Keeping our oceans clean will help keep these animals alive.",512.0
" The animals feared the moon would soon disappear. “After a week their fears came true. The moon disappeared. They all ran to wise old Owl to tell him that the moon had disappeared. “You’re all very silly,” said Owl. “Gather around and I will teach you a lesson about the moon.”
“There are two things you need to know about the moon,” said Owl. “First, the moon does not shine on its own. The sun lights up the moon. Second, the moon does not sit still in the sky. It moves around Earth.”
“Oh, yes,” said Owl. “There is one more thing you need to know. The moon is like a ball.” “The sun can only light up one side of the moon. So when the moon moves around Earth, you see only the part of the side that the sun lights up.”
“Owl went on to say that sometimes you only see half of the lighted side. “This is called a half moon,” he said. “At other times you see all of the lighted side. This is called a full moon.” “And sometimes you do not see the lighted side at all. You see the dark side. This is called the new moon.”
“But don’t worry. The moon did not disappear,” said Owl. “Soon after a new moon, you will see a small part of the lighted side come back.” “The other animals began to feel better after listening to Owl talk.
“A few nights after Owl’s lesson, the animals were out playing. Squirrel looked up and saw a small sliver of the moon. “Owl was right,” Squirrel yelled. “The moon is coming back!”
The moon grew bigger each night. Soon there was a full moon again. The animals had a full moon party!",502.0
" My pet lizard died. I don’t understand why. I did everything right.
Izzy had a safe home. Izzy had clean water. Izzy had plenty of food. But he died.
My dad said sometimes bad things happen, even when you do everything right. I understood what my dad told me. But I still felt bad.
My mom said there were things I could do to help me feel better. She said some people make cards and then color them with bright colors.
My dad said some people write a letter when they lose a friend. The letter tells about the good times they had together. He said I could write about how Izzy sat on my shoulder when I did my homework. He said I might share how Izzy loved to eat green beans.
My grandmother said that some people go to a church or another place of worship. My mom said that some people light candles and pray. She said other people put flowers next to a photo of their friend.
My dad said that whatever I did to remember Izzy would help me feel less sad. Mom added that in time I would feel much better. But she also said I might feel sad again some days along the way.
I chose to make Izzy a card. I drew Izzy with a smile. I drew a big heart because I loved him. I wrote that I missed him. I wrote that I would remember him.
Tomorrow we will bury Izzy. I chose a special place in the backyard. It is next to a clump of flowers. I will put his favorite rock there. I will put my card there, too.
My dad was right. I do feel a little bit better. I will always miss Izzy, but I won’t ever forget the good times we had together.",552.0
